Device:,rrqm/s,wrqm/s,r/s,w/s,rMB/s,wMB/s,avgrq-sz,avgqu-sz,await,r_await,w_await,svctm,%util
dm-0,0,0,104.2,738,0.41,2.88,8,87.36,102.74,61.34,108.59,1.4,118.06
dm-1,0,0,226.4,54.4,27.36,11.37,282.43,32.78,108.07,131.25,11.61,4.17,117.1
sda,53.4,49,152.6,27.8,21.86,3.11,283.46,22.25,142.99,157.31,64.42,4.51,81.42
dm-0,0,0,73.8,58.8,0.29,0.23,8,12.87,102.83,67.11,147.67,5.44,72.1
dm-1,0,0,129.8,18,20.59,2.88,325.29,19.98,157.41,173.79,39.34,5.51,81.4
sda,12.8,124.4,214.4,46,25.1,8.86,267.06,19.78,77.01,90.87,12.43,3.68,95.84
dm-0,0,0,19.8,136.2,0.08,0.53,8,2.76,18.12,90.42,7.6,2.92,45.62
dm-1,0,0,212,34,24.43,8.32,272.72,20.95,85.99,97.66,13.22,3.88,95.52
sda,7.6,173,122.6,61.8,26.28,7.71,377.5,24.73,132.23,170.39,56.52,3.84,70.8
dm-0,0,0,9.2,202,0.04,0.79,8,13.5,63.58,34,64.92,0.5,10.46
dm-1,0,0,123.2,32.6,26.97,6.92,445.41,22.5,142.42,168.87,42.48,4.53,70.58
sda,13.6,69.8,202.4,46,26.66,11,310.48,11.39,44.57,52.68,8.9,3.59,89.28
dm-0,0,0,15.8,76.4,0.06,0.3,8,2.1,22.75,75.42,11.86,1.51,13.9
dm-1,0,0,202.4,39.4,27.78,10.7,325.96,11.13,44.61,51.78,7.8,3.66,88.48
sda,8.4,47.6,29.8,34.6,10.26,5.68,506.81,4.55,79.33,163.3,7,10.84,69.78
dm-0,0,0,10,59.2,0.04,0.23,8,0.69,11.08,52.46,4.09,1.33,9.2
dm-1,0,0,24.8,22.8,8.72,5.45,609.62,4.47,104.96,192.28,9.98,14.11,67.18
sda,7,277,137.6,67.8,16.63,11.3,278.47,12.79,62.25,88.97,8.01,4.77,97.88
dm-0,0,0,8,314.6,0.03,1.23,8,3.35,10.37,53.2,9.28,0.21,6.88
dm-1,0,0,137.6,30.2,17.19,10.07,332.71,12.53,74.67,88.58,11.31,5.78,97.04
sda,2.8,0.8,46.8,17.4,11.4,4.78,515.86,10.35,162.94,197.35,70.4,7.66,49.18
dm-0,0,0,3.4,0,0.01,0,8,0.03,9.12,9.12,0,2.12,0.72
dm-1,0,0,44.2,18,10.38,4.78,499.09,10.4,169.14,208.79,71.77,7.79,48.46
sda,1.4,1,9,42,4.41,15.42,796.05,2.31,41.6,202.11,7.2,5.8,29.56
dm-0,0,0,1.6,0,0.01,0,8,0.04,25,25,0,3.12,0.5
dm-1,0,0,9.6,43,4.63,15.42,780.59,2.31,40.31,188.94,7.13,5.62,29.56
sda,4,0,46.8,13.2,11.69,4.06,537.71,4.33,73.29,89.65,15.32,11.41,68.46
dm-0,0,0,4.6,0,0.02,0,8,0.09,20,20,0,2.57,1.18
dm-1,0,0,46.2,13.2,11.77,4.06,545.91,4.32,73.83,90.55,15.3,11.43,67.9
sda,4.4,0.8,28.8,15.2,4.34,3.81,379.45,2.88,68.27,97.49,12.89,9.29,40.88
dm-0,0,0,5.6,0,0.02,0,8,0.11,19.5,19.5,0,3,1.68
dm-1,0,0,26.8,16,3.99,3.81,373.27,2.86,69.68,103.83,12.49,9.4,40.22
sda,11,0.4,22.6,22.8,7.33,8.42,710.59,5.56,115.3,192.28,38.98,14.74,66.92
dm-0,0,0,12.6,0,0.05,0,8,1.71,118.16,118.16,0,15.62,19.68
dm-1,0,0,22,23.2,7.69,8.42,729.92,5.59,117.11,189.01,48.93,14.81,66.92
sda,102.8,0.2,53,7.2,17.12,1.62,637.48,7.62,130.5,144.05,30.78,16.52,99.48
dm-0,0,0,120,0,0.47,0,8,5.36,46.29,46.29,0,5.73,68.74
dm-1,0,0,36.8,7.2,17.15,1.62,873.64,6.83,159.91,185.15,30.94,22.6,99.44
sda,5.6,0,37,21.4,16.7,9.34,913.4,7.09,121.26,176.26,26.17,16.38,95.68
dm-0,0,0,6.8,0,0.03,0,8,0.75,114.5,114.5,0,17.62,11.98
dm-1,0,0,34.4,21.4,16.07,9.34,932.73,6.94,124.13,185.06,26.18,17.15,95.68
sda,55.4,0,53.2,1.2,15.95,0,600.38,9.11,125.82,126.73,85.5,16.37,89.04
dm-0,0,0,67,0,0.26,0,8,2.83,34.74,34.74,0,5.76,38.56
dm-1,0,0,45.6,1.2,17.29,0,756.58,8.67,138.03,139.42,85.5,15.74,73.66
sda,35.2,0,41,1.6,16.48,0,792.38,5.12,176.01,180.79,53.62,18.2,77.54
dm-0,0,0,41,0,0.16,0,8,1.29,43.67,43.67,0,3.21,13.16
dm-1,0,0,30.6,1.6,14.41,0,917.07,4.95,225.58,234.58,53.62,22.23,71.58
sda,22.8,1,71.8,35.8,21.89,13.7,677.41,28.82,263.98,352.89,85.68,8.59,92.48
dm-0,0,0,34,0,0.13,0,8,4.57,134.46,134.46,0,19.26,65.5
dm-1,0,0,70.4,37,22.3,13.7,686.48,27.95,256.38,347.46,83.08,7.64,82
sda,19.2,0,50.4,29.2,12.24,11.51,611.22,7.91,94.12,138.66,17.24,7.38,58.74
dm-0,0,0,30.8,0,0.12,0,8,0.92,29.77,29.77,0,7.25,22.32
dm-1,0,0,33.2,28.8,13.68,11.51,832.21,7.49,114.04,197.79,17.49,7.11,44.1
sda,1.4,0.6,31,36.4,15.31,13.91,887.83,8.52,135.08,218.45,64.09,8.84,59.58
dm-0,0,0,1.6,0,0.01,0,8,0.03,18,18,0,2.25,0.36
dm-1,0,0,29,36.8,14.4,13.91,881.22,8.65,140.41,233.36,67.16,9.05,59.58
sda,9.8,0.6,20,39,9.24,14.65,829.32,31.44,527.59,1177.42,194.35,14.56,85.88
dm-0,0,0,11.2,0,0.04,0,8,4.52,404,404,0,49.86,55.84
dm-1,0,0,19.6,39.8,9.6,14.65,836.01,30.89,514.77,1172.55,190.83,14.22,84.46
sda,0.4,0.2,40.4,30,14.96,12.1,787.02,4.62,73.65,117.68,14.37,7.64,53.82
dm-0,0,0,1.2,0,0,0,8,0.02,19,19,0,6.83,0.82
dm-1,0,0,36.2,30,13.35,12.1,787.31,4.61,78.07,130.86,14.37,8.13,53.82
sda,10.8,0.2,27.6,34.4,12.05,13.32,837.78,10.87,175.25,209.96,147.41,10.25,63.56
dm-0,0,0,12.6,0,0.05,0,8,0.74,58.62,58.62,0,7.38,9.3
dm-1,0,0,25.8,34.6,12,13.32,858.3,10.79,178.73,220.78,147.36,9.68,58.48
sda,5,0.6,70,36,21,13.71,670.55,11.86,109.39,134.19,61.18,9.03,95.76
dm-0,0,0,6.2,0,0.02,0,8,0.28,44.77,44.77,0,15.94,9.88
dm-1,0,0,70,36.6,21.58,13.71,677.84,11.8,108.2,132.63,61.46,8.98,95.76
sda,8.4,0,55.8,2.2,23.5,0.01,829.98,7.99,138.21,139.05,116.82,16.82,97.56
dm-0,0,0,9.6,0,0.04,0,8,0.44,45.5,45.5,0,5.69,5.46
dm-1,0,0,54.6,2,23.46,0.01,849.15,7.93,140.66,141.11,128.5,17.24,97.56
sda,11.2,0,64.4,1.6,16.21,0,503.1,10.68,165.51,166.93,108.38,12.91,85.22
dm-0,0,0,12.8,0,0.05,0,8,0.4,31.12,31.12,0,2.12,2.72
dm-1,0,0,61.6,1.6,15.56,0,504.33,10.63,172.06,173.71,108.25,13.22,83.52
sda,5.4,0,38.2,1.6,13.63,0,701.59,10.11,253.89,262.14,56.88,12.62,50.24
dm-0,0,0,6.2,0,0.02,0,8,1.21,194.97,194.97,0,25,15.5
dm-1,0,0,37.8,1.6,13.73,0,713.66,9.95,252.51,260.79,56.88,12.67,49.92
sda,15.4,0.4,9.6,40.8,3.13,15,736.6,2.07,41.21,157.98,13.73,9.58,48.28
dm-0,0,0,17.6,0,0.07,0,8,0.29,16.73,16.73,0,2.09,3.68
dm-1,0,0,7,41.2,2.94,15,762.22,2.04,42.36,211.37,13.64,9.65,46.5
sda,5.6,0,15.6,2,6.5,0,756.64,1.65,82,92.49,0.2,19.1,33.62
dm-0,0,0,6.4,0,0.03,0,8,0.72,112.25,112.25,0,14.03,8.98
dm-1,0,0,16.4,2,7.27,0,810,1.56,73.57,82.51,0.2,13.39,24.64
sda,8.6,0.8,63.8,34.4,13.6,13.01,555.13,8.79,79.99,99.68,43.49,6.23,61.2
dm-0,0,0,10,0,0.04,0,8,0.95,39.84,39.84,0,14.18,14.18
dm-1,0,0,71.4,35.2,17.87,13.01,593.37,8.67,73.16,88.04,42.98,5.57,59.36
sda,2.2,0,33.4,2.4,16.22,0.01,928.05,21.41,626.59,665.18,89.5,15.98,57.22
dm-0,0,0,2.8,0,0.01,0,8,0.29,299.29,299.29,0,14.5,4.06
dm-1,0,0,24,2,12,0.01,945.67,21.37,858.43,921.02,107.4,21.62,56.2
sda,1.4,1.2,18.4,32.2,9.01,9.04,730.47,7.33,107.69,259.05,21.19,7.72,39.06
dm-0,0,0,1.6,0,0.01,0,8,0.03,21,21,0,2.62,0.42
dm-1,0,0,21,33.6,10.4,9.04,729.26,7.35,100.15,226.77,21.01,7.1,38.74
sda,269.4,0,72.4,21.8,11.37,9.86,461.54,6.79,91.59,112.78,21.23,8.55,80.58
dm-0,0,0,318.6,0,1.24,0,8,11.98,36.66,36.66,0,2.19,69.92
dm-1,0,0,20.8,21.6,8.04,9.86,864.72,4.86,160.08,304.08,21.43,8.74,37.06
sda,232.4,0.2,55.4,28.2,9.25,11.9,518.14,14.97,178.62,254.3,29.94,11.96,100
dm-0,0,0,271.2,0,1.06,0,8,29.23,104.76,104.76,0,3.69,100
dm-1,0,0,16.4,28.4,8,11.9,909.61,10.88,244.41,616.13,29.75,16.49,73.86
sda,581.2,0.4,115.4,19.4,10.46,5.84,247.58,8.76,65.38,67.77,51.18,7.42,100
dm-0,0,0,681,0,2.66,0,8,30.16,45.73,45.73,0,1.47,100
dm-1,0,0,16,19.8,8,5.84,791.51,4.36,120,205.76,50.7,8.81,31.54
sda,631.8,0,127.2,25.2,11.61,10.79,301.01,8.92,58.26,62.13,38.75,6.56,100
dm-0,0,0,741.2,0,2.9,0,8,30.57,40.85,40.85,0,1.35,100.02
dm-1,0,0,18,25.2,8.81,10.79,929.26,4.54,105.13,198.08,38.75,10.48,45.26
sda,713,0.2,145,15,10.91,3.88,189.35,8.55,53.11,57.63,9.44,6.25,100
dm-0,0,0,842.6,0,3.29,0,8,29.46,34.99,34.99,0,1.19,100
dm-1,0,0,14.8,15.2,7.32,3.88,764.46,3.84,126.33,246.49,9.34,17.42,52.26
sda,322,0,71.8,24.4,10.16,10.17,432.88,12.19,122.55,153.64,31.07,10.4,100
dm-0,0,0,376.4,0,1.47,0,8,28.99,76.83,76.83,0,2.66,100
dm-1,0,0,20.8,24,10.4,10.17,940.29,7.8,165.01,318.96,31.59,21.71,97.26
sda,293,0,70.8,18.6,10.64,5.51,369.9,9.06,99.41,120.54,18.99,11.18,99.94
dm-0,0,0,345.2,0,1.35,0,8,19.98,58.64,58.64,0,2.9,99.94
dm-1,0,0,18.6,24.6,8.97,7.22,767.52,6.34,141.68,310.08,14.36,13.38,57.8
sda,215,0,56.4,29.4,10.41,11.6,525.48,4.2,57.38,73.09,27.26,11.64,99.9
dm-0,0,0,252.4,0,0.99,0,8,7.73,31.39,31.39,0,3.95,99.76
dm-1,0,0,17.8,23.4,8.83,9.89,930.49,3.08,91.89,167.65,34.26,8.78,36.16
sda,188.2,0.2,52.8,19,8.3,5.54,394.76,4.92,68.75,73.17,56.44,13.88,99.68
dm-0,0,0,223.6,0,0.87,0,8,7.26,32.28,32.28,0,4.45,99.6
dm-1,0,0,15.8,19.2,6.63,5.54,711.91,3.8,109.19,173.99,55.86,11.82,41.38
sda,216.8,0,55.8,26.8,8.21,8.49,414.04,3.95,47.84,65.73,10.57,12.07,99.7
dm-0,0,0,258.2,0,1.01,0,8,7.21,27.97,27.97,0,3.85,99.48
dm-1,0,0,14.4,26.8,7.2,8.49,779.96,2.84,69.03,177.83,10.57,9.47,39.02
sda,322.4,0.2,79,35.6,9,12.87,390.91,3.34,29.11,38.53,8.2,8.69,99.6
dm-0,0,0,383.4,0,1.5,0,8,7.44,19.35,19.35,0,2.59,99.42
dm-1,0,0,18,35.4,7.5,12.87,781.43,2.17,40.58,104.2,8.24,6.93,37.02
sda,442.4,0.4,102.6,13.2,9.02,3.87,227.94,4.44,38.33,42.28,7.59,8.52,98.64
dm-0,0,0,530.2,0,2.07,0,8,14.9,28.02,28.02,0,1.81,95.84
dm-1,0,0,15.4,13.6,6.96,3.87,765.35,1.9,65.43,116.53,7.56,11.29,32.74
sda,878.6,0,171.6,33.2,11.68,12.49,241.62,8.27,40.32,46.22,9.83,4.88,99.98
dm-0,0,0,1032,0,4.03,0,8,26.66,25.74,25.74,0,0.97,99.98
dm-1,0,0,18.8,33.2,7.63,12.49,792.49,4.22,81.1,206.97,9.83,8.91,46.34
sda,111.4,0,38,8.8,8.72,2.12,474.39,2.18,47.19,57.38,3.18,11.52,53.92
dm-0,0,0,131,0,0.51,0,8,3.41,27.42,27.42,0,1.79,23.48
dm-1,0,0,17.8,8.8,8.19,2.12,794.05,1.72,64.5,94.81,3.18,13.37,35.56
sda,12.2,0.8,34.6,40.4,7.97,13.93,598.02,5.12,68.24,109.66,32.76,5.34,40.02
dm-0,0,0,14.6,0,0.06,0,8,0.42,28.52,28.52,0,4.53,6.62
dm-1,0,0,32.2,41.2,7.91,13.93,609.46,5.13,69.88,115.73,34.05,5.12,37.6
sda,1.4,0.4,14.2,8.8,6.14,2.12,735.79,2.6,113.07,178.01,8.27,15.43,35.48
dm-0,0,0,1.6,0,0.01,0,8,0.05,34,34,0,4.25,0.68
dm-1,0,0,14,9.2,6.14,2.12,728.9,2.59,111.82,180.01,8.04,15,34.8
sda,4.2,0,14.8,25.2,6.32,9.19,794.49,1.47,36.8,87.92,6.78,5.92,23.7
dm-0,0,0,4.8,0,0.02,0,8,0.24,50.33,50.33,0,6.29,3.02
dm-1,0,0,14.2,24.8,6.3,9.19,813.87,1.44,36.96,89.48,6.89,6.03,23.5
sda,2.8,0.4,101.6,27.6,24.06,10.5,547.76,9.43,72.1,86.28,19.91,6.24,80.66
dm-0,0,0,3.2,0,0.01,0,8,0.14,42.5,42.5,0,5.31,1.7
dm-1,0,0,102.8,28.2,24.84,10.5,552.55,9.42,70.99,85.11,19.55,6.15,80.54
sda,4.2,0.2,58.4,23.6,23.33,8.95,806.36,11.13,135.7,127.2,156.73,11.56,94.78
dm-0,0,0,4.8,0,0.02,0,8,0.18,36.67,36.67,0,4.58,2.2
dm-1,0,0,57.6,23.8,23.12,8.95,806.86,11.11,136.44,128.58,155.45,11.64,94.78
sda,1.6,0,48.6,1.8,20.7,0,841.17,5.82,117.26,118.43,85.78,18.15,91.46
dm-0,0,0,2,0,0.01,0,8,0.04,19.6,19.6,0,5.3,1.06
dm-1,0,0,47.6,1.6,20.49,0,852.94,5.8,119.9,120.69,96.5,18.59,91.46
sda,2.8,34.4,43.6,27.2,15.22,10.1,732.29,4.58,64.79,94.78,16.71,9.56,67.7
dm-0,0,0,3.2,35.4,0.01,0.14,8,2.44,63.13,62.5,63.19,1.01,3.88
dm-1,0,0,43.8,26.2,15.34,9.96,740.18,4.45,63.76,93.78,13.58,9.61,67.26
sda,0,50,51.8,2.6,21.03,0.2,799.26,6.29,116,118.94,57.46,16.69,90.78
dm-0,0,0,0,51,0,0.2,8,0.63,12.29,0,12.29,0.07,0.38
dm-1,0,0,50.4,1.6,20.49,0,807.26,6.28,121.14,122.24,86.62,17.46,90.78
sda,5.6,6,45.8,37.2,16.77,12.41,719.87,6.11,72.69,120.41,13.95,11.26,93.46
dm-0,0,0,6.4,5.4,0.03,0.02,8,0.42,35.59,21.75,52,2.36,2.78
dm-1,0,0,47.4,37.4,17.78,12.39,728.52,6.09,70.91,115.97,13.8,11.02,93.46
sda,0,31.4,43.8,2,15.74,0.13,709.66,6.39,140.23,141.03,122.7,19.63,89.9
dm-0,0,0,0,31.8,0,0.12,8,1.4,44.18,0,44.18,0.28,0.9
dm-1,0,0,42.6,1.6,15.23,0,705.67,6.38,144.9,145,142.25,20.34,89.92
sda,8.4,0.4,49.8,18.6,18.23,5.35,705.94,5.93,86.93,108.75,28.52,11.48,78.52
dm-0,0,0,9.8,0,0.04,0,8,0.37,38.24,38.24,0,5.53,5.42
dm-1,0,0,47.6,19,17.87,5.35,713.99,5.9,88.72,112.63,28.82,11.58,77.1
sda,1.4,0.8,7,44.4,2.06,17.79,790.97,1.9,31.23,131.86,15.36,5.54,28.48
dm-0,0,0,1.6,0,0.01,0,8,0.12,72,72,0,9,1.44
dm-1,0,0,7,45.4,2.07,17.79,776.31,1.89,30.4,129.77,15.08,5.44,28.48
sda,1.4,0.2,48.8,26.4,17.07,10.36,747.04,4.79,68.05,94.49,19.18,10.1,75.98
dm-0,0,0,1.6,0,0.01,0,8,0.05,33,33,0,4.12,0.66
dm-1,0,0,48,26.4,16.85,10.36,748.92,4.78,68.71,95.92,19.22,10.21,75.98
sda,1.4,7,173.8,17,24.72,7.27,343.34,15.67,81.54,87.22,23.46,4.81,91.76
dm-0,0,0,1.6,7,0.01,0.03,8,0.77,89.7,90,89.63,4.19,3.6
dm-1,0,0,174.4,16.8,25.11,7.24,346.55,15.63,81.19,86.81,22.8,4.8,91.76
sda,15.4,7.6,254.2,2.4,33.96,0.04,271.39,14.41,55,55.06,48.67,3.82,98.14
dm-0,0,0,19,7.8,0.07,0.03,8,0.82,30.66,20.67,55,2.83,7.58
dm-1,0,0,253,2.2,34.02,0.01,273.1,14.33,54.98,55.04,48.09,3.7,94.38
sda,385.8,0.4,125,6.4,7.2,0.03,112.61,4.11,34.42,34.87,25.72,6.9,90.64
dm-0,0,0,457.6,0,1.79,0,8,6.88,15.05,15.05,0,1.31,60.02
dm-1,0,0,52,6.2,4.88,0.03,172.64,3.08,59.89,63.85,26.61,6.7,39
sda,522,0,77.6,84.2,2.34,3.5,73.84,0.89,5.49,10.03,1.31,4.76,77.02
dm-0,0,0,599.6,0,2.34,0,8,5.69,9.49,9.49,0,1.21,72.46
dm-1,0,0,0.2,46.2,0,3.5,154.39,0.11,2.47,22,2.39,1.56,7.26
sda,1136.6,0,167.2,2,5.15,0,62.39,0.9,5.33,5.3,8.3,4.82,81.56
dm-0,0,0,1302.2,0,5.09,0,8,6.06,4.66,4.66,0,0.6,78.62
dm-1,0,0,1.4,2,0.06,0,37.18,0.06,18.47,33,8.3,13.65,4.64
sda,18.4,0.4,17.2,5.2,1.59,0.02,146.86,0.54,24.08,30.67,2.27,10.28,23.02
dm-0,0,0,21.8,0,0.09,0,8,0.52,23.71,23.71,0,3.04,6.62
dm-1,0,0,13.8,5.6,1.5,0.02,160.58,0.46,23.86,32.68,2.11,9.14,17.74
sda,1.4,0.4,55.8,3.4,1.73,0.02,60.57,1.8,30.36,31.53,11.24,2.87,17.02
dm-0,0,0,1.6,0,0.01,0,8,0.01,9,9,0,1.12,0.18
dm-1,0,0,55.6,3.8,1.72,0.02,60.15,1.8,30.37,31.6,12.37,2.84,16.86
sda,91.6,0.2,39,5.6,2.34,0.02,108.66,1.52,23.68,26.12,6.71,11.48,51.22
dm-0,0,0,111,0,0.43,0,8,1.99,17.25,17.25,0,2.4,26.6
dm-1,0,0,22.8,8.4,3.31,0.06,221.35,1.17,23.05,29.89,4.48,11.55,36.04
sda,26,0.4,100.4,9.8,36.83,0.29,689.79,11.32,106.58,104.6,126.88,9.06,99.88
dm-0,0,0,51,0,0.2,0,8,1.69,34.64,34.64,0,12.05,61.46
dm-1,0,0,72.4,6.2,35.32,0.26,927.03,10.57,139.75,133.66,210.84,12.59,98.92
sda,4.2,0.4,66.8,62.4,32.6,10.33,680.47,15.9,107.95,154.89,57.71,7.72,99.7
dm-0,0,0,4.8,0,0.02,0,8,0.12,24.33,24.33,0,3.04,1.46
dm-1,0,0,67.8,64.8,33.32,10.34,674.44,15.89,105.13,152.39,55.68,7.52,99.7
sda,2.6,0.8,53.8,241,21.52,102.05,858.44,61.98,216.06,250.8,208.31,3.38,99.74
dm-0,0,0,3.4,0,0.01,0,8,0.57,167.71,167.71,0,49.24,16.74
dm-1,0,0,53,239.8,21.56,102.04,864.5,62.05,217.75,248.54,210.95,3.41,99.72
sda,7,0,108.4,1.6,46.67,0,868.97,11.8,107.54,108.15,66.5,9.08,99.92
dm-0,0,0,8,0,0.03,0,8,0.1,13,13,0,1.62,1.3
dm-1,0,0,108.4,1.6,47.14,0,877.7,11.78,107.42,108.02,66.5,9.08,99.92
sda,18.2,0.6,91,183,34.42,85.94,899.6,31.82,112.58,116.75,110.5,3.65,100
dm-0,0,0,21.6,0,0.08,0,8,1.85,85.73,85.73,0,8.72,18.84
dm-1,0,0,87.8,183.6,34.32,85.94,907.47,31.63,112.99,117.63,110.77,3.68,100
sda,10.8,0,90.4,1.6,32.83,0,730.97,12.71,148.95,149.4,123.38,10.87,100
dm-0,0,0,13,0,0.05,0,8,0.65,49.86,49.86,0,9.03,11.74
dm-1,0,0,87.6,1.6,32.37,0,743.37,12.58,152.17,152.7,123.38,11.21,100
sda,23.8,0.4,150.6,7.4,44.19,0.04,573.35,15.35,97.55,97.29,102.81,6.33,100
dm-0,0,0,27.6,0,0.11,0,8,1.43,51.64,51.64,0,6.6,18.22
dm-1,0,0,146.8,7.4,44.15,0.04,586.95,15.17,98.79,98.53,103.89,6.48,99.96
sda,20.8,1,70,70.4,28.91,28.07,831.16,18.26,128.97,163.05,95.09,7.11,99.78
dm-0,0,0,24,0,0.09,0,8,1.24,51.83,51.83,0,6.85,16.44
dm-1,0,0,66.8,71.2,28.78,28.07,843.72,18.17,130.57,168.39,95.09,7.01,96.76
sda,4.2,0,53.6,163.6,8.37,80.05,833.72,117.24,540.71,396.53,587.95,4.6,99.98
dm-0,0,0,4.8,0,0.02,0,8,3.67,764,764,0,95.5,45.84
dm-1,0,0,60.2,163.6,8.61,80.05,811.34,117.41,525.53,345.44,591.79,4.47,99.98
sda,5.4,0,385.6,1.6,38.35,0,202.85,34.45,88.3,88.31,84,2.58,99.82
dm-0,0,0,6.2,0,0.02,0,8,0.49,79.61,79.61,0,10.26,6.36
dm-1,0,0,381.8,1.6,37.87,0,202.3,34.41,89.04,89.06,84,2.6,99.82
sda,1.4,0.2,240.6,177.6,27,85.53,551.07,54.18,124.32,79.76,184.7,2.37,99.18
dm-0,0,0,1.6,0,0.01,0,8,0.23,146,146,0,18.25,2.92
dm-1,0,0,237,179.6,26.36,86.36,554.12,54.36,125.53,80.78,184.57,2.38,99.18
sda,13.6,0,145.4,3,18.77,0.83,270.46,19.8,144,140.79,299.67,6.69,99.22
dm-0,0,0,16.8,0,0.07,0,8,3.83,224.15,224.15,0,21.52,36.16
dm-1,0,0,147.8,1.2,19.43,0,267.07,19.18,138.33,134.33,631.83,6.66,99.16
sda,32.73,1,105.39,8.18,7.55,0.04,136.79,7.96,76.32,81.23,13.07,7.3,82.91
dm-0,0,0,37.92,0,0.15,0,8,1.17,32.51,32.51,0,3.83,14.53
dm-1,0,0,94.21,8.98,7.89,0.04,157.31,7.82,82.48,89.2,11.91,6.88,70.98
sda,5,0,92.8,1.6,43.95,0,953.49,10.93,117.17,117.13,119.88,10.58,99.86
dm-0,0,0,8.8,0,0.03,0,8,0.36,41.07,41.07,0,7.64,6.72
dm-1,0,0,89.8,1.6,43.52,0,975.19,10.84,120.34,120.35,119.88,10.92,99.82
sda,13.2,0.6,63,90,30.46,33.34,853.99,20.61,132.43,174.23,103.16,6.53,99.94
dm-0,0,0,13.8,0,0.05,0,8,1.4,101.13,101.13,0,13.58,18.74
dm-1,0,0,61.8,90.6,30.9,33.34,863.27,20.56,132.5,174.23,104.04,6.56,99.94
sda,3,0.2,36.8,164,13.89,80.66,964.36,99.29,494.97,396.28,517.11,4.98,99.98
dm-0,0,0,4,0,0.02,0,8,0.65,163,163,0,24.1,9.64
dm-1,0,0,34.6,164.2,13.28,80.66,967.73,99.63,501.67,417.63,519.38,5.03,99.98
sda,16.2,0,88.2,1.6,42.87,0,977.85,11.53,132.36,132.63,117.12,11.14,100
dm-0,0,0,18.8,0,0.07,0,8,1.06,56.14,56.14,0,7.15,13.44
dm-1,0,0,86.4,1.4,43.2,0,1007.73,11.38,133.74,133.73,133.86,11.39,100
sda,0,0.4,73,20,36.5,8.02,980.42,12.42,118,132.84,63.83,10.75,99.98
dm-0,0,0,0,0,0,0,0,0,0,0,0,0,0
dm-1,0,0,72,38.6,36,16.03,963.5,12.42,99.23,134.69,33.08,9.04,99.98
sda,16.2,0.6,20,54.4,9.05,23.84,905.61,87.57,787.33,568.09,867.93,13.44,100
dm-0,0,0,18.8,0,0.07,0,8,8.79,382.43,382.43,0,34.84,65.5
dm-1,0,0,19.2,62,9.6,28.53,961.83,87.58,720.72,533.98,778.55,12.32,100
sda,21.6,0,45,140,13.21,68.5,904.55,109.24,748.61,468.03,838.8,5.41,100
dm-0,0,0,28.4,0,0.11,0,8,16.65,642.64,642.64,0,31.81,90.34
dm-1,0,0,44,114,13.03,55.8,892.16,107.01,862.91,410.02,1037.7,6.33,100
sda,12.6,0,78.2,1.6,35.6,0,913.7,12.4,167.16,168.42,105.38,12.51,99.84
dm-0,0,0,14.4,0,0.06,0,8,1.25,86.89,86.89,0,10.86,15.64
dm-1,0,0,71.2,1.6,35.39,0,995.74,12.24,181.07,182.78,105.38,13.71,99.84
sda,0,0.4,77.2,20.4,35.61,8.02,915.62,10.08,105.24,128.75,16.29,10.22,99.76
dm-0,0,0,0,0,0,0,0,0,0,0,0,0,0
dm-1,0,0,75.2,20.8,34.61,8.02,909.55,10.08,107,132.17,15.98,10.39,99.76
sda,2.8,0.8,35.4,101.6,16.98,46.44,948.13,51.41,185.3,111.21,211.11,7.16,98.04
dm-0,0,0,3.2,0,0.01,0,8,1.59,7,7,0,62,19.84
dm-1,0,0,36.8,134,17.7,62.04,956.14,51.53,148.81,106.9,160.31,5.74,98.04
sda,1.8,0,4.4,57.4,1.91,28.2,997.8,155.44,2134.49,2124.41,2135.26,16.18,100
dm-0,0,0,2.2,0,0.01,0,8,5.72,1851.55,1851.55,0,454.55,100
dm-1,0,0,4.2,58,2.03,28.4,1002.06,155.44,2120.96,2036.57,2127.08,16.08,100
sda,2.8,1.8,3.6,47.4,1.56,19.75,855.91,156.56,3501.67,3713.06,3485.61,19.61,100
dm-0,0,0,3.2,0,0.01,0,8,8,3338.5,3338.5,0,312.5,100
dm-1,0,0,1.6,47.4,0.8,18.55,808.9,160.43,3716.46,7519.75,3588.08,20.41,100
sda,123.4,0,40,35.8,4.11,16.89,567.42,63.42,1201.1,281.2,2228.92,13.16,99.74
dm-0,0,0,146.2,0,0.57,0,8,10.93,78.35,78.35,0,6.82,99.74
dm-1,0,0,16.6,5,3.24,2.29,523.48,61.85,4162.08,573.52,16076.12,36.07,77.92
sda,121.2,0,70,1.2,20.48,0,589.1,4.3,59.3,59.67,38,13.85,98.62
dm-0,0,0,149.2,0,0.58,0,8,2.69,18.11,18.11,0,2.96,44.22
dm-1,0,0,42.6,1.2,20.29,0,948.89,3.79,84.52,85.83,38,13.4,58.68
sda,12.6,0.2,87.8,9.4,42.95,2.62,960.12,11.05,109.71,119.19,21.13,10.25,99.62
dm-0,0,0,14.4,0,0.06,0,8,0.37,25.46,25.46,0,3.19,4.6
dm-1,0,0,86.6,16.2,43.19,4.83,956.67,11.01,103.28,120.3,12.26,9.69,99.62
sda,0,0.2,19.4,181.8,9.6,84.92,962.12,96.76,480.24,548.59,472.95,4.97,99.98
dm-0,0,0,0,0,0,0,0,0,0,0,0,0,0
